cedula,fechaingresoEmpresa,tituloTercerNivel,nombreEmpresa,numeroTarjetaCredito
1827007031,2020-12-05,Ingeniero/a,Soluciones Integrales,4951-0776-6829-4151
0603928971,1969-08-13,Arquitecto/a,Soluciones Integrales,7013-2130-9039-1999
2475079674,1969-07-12,Arquitecto/a,Sistemas Avanzados,3009-7391-8950-9292
1663864553,1960-10-05,Arquitecto/a,Sistemas Avanzados,6704-2332-6442-4092
1932930489,1982-06-13,Licenciado/a,Sistemas Avanzados,1460-9644-5580-0439
1944712935,1990-07-18,Doctor/a,Desarrollos Innovadores,1728-0787-3290-3247
2061499990,2017-08-25,Doctor/a,Soluciones Integrales,0142-5224-1216-6396
0206940878,1983-02-04,Ingeniero/a,Desarrollos Innovadores,6992-2222-0776-6869
1638314083,2003-08-17,Ingeniero/a,Grupo Tecnológico,2839-7593-3884-5273
0393132800,2001-08-02,Doctor/a,Desarrollos Innovadores,3895-4705-1511-6094
0796998998,1965-02-21,Arquitecto/a,Grupo Tecnológico,4065-2222-8962-4224
0626145124,1975-02-12,Doctor/a,Soluciones Integrales,4363-8256-8666-8463
1769161191,1997-01-14,Licenciado/a,Soluciones Integrales,4267-1150-4265-5462
1015839903,1984-11-25,Ingeniero/a,Sistemas Avanzados,7483-7698-4397-9753
0250673869,2007-12-13,Licenciado/a,Soluciones Integrales,8496-0741-2276-3971
0920000935,1995-08-13,Arquitecto/a,Desarrollos Innovadores,2521-4944-5338-7257
1240953834,1967-09-19,Licenciado/a,Sistemas Avanzados,1686-7949-1455-2228
2066569934,2007-02-04,Arquitecto/a,Desarrollos Innovadores,6118-6934-2731-8613
2169743971,2000-07-13,Licenciado/a,Grupo Tecnológico,7211-5309-4079-6625
0915318001,2010-11-04,Ingeniero/a,Soluciones Integrales,6727-8082-2669-8479
0322890680,2012-11-06,Licenciado/a,Desarrollos Innovadores,3459-5095-7928-7882
1893273609,1976-03-18,Licenciado/a,Soluciones Integrales,5608-3693-1454-4685
2010318591,1983-02-16,Arquitecto/a,Grupo Tecnológico,1699-4927-1006-2550
0692257609,2011-11-24,Doctor/a,Grupo Tecnológico,2599-0839-0755-3357
2245542157,1961-06-02,Arquitecto/a,Grupo Tecnológico,6710-5692-6107-7909
1384235575,1967-10-15,Licenciado/a,Grupo Tecnológico,0477-1580-2056-9609
1207015114,1987-05-16,Doctor/a,Soluciones Integrales,8851-9434-5791-7159
1592399799,1987-08-03,Doctor/a,Desarrollos Innovadores,2321-3851-0836-5905
2156292602,1989-12-31,Doctor/a,Grupo Tecnológico,6698-4056-6380-3648
2063886093,1961-10-25,Ingeniero/a,Sistemas Avanzados,4506-2603-4916-4322
1829884297,1960-05-16,Licenciado/a,Grupo Tecnológico,6101-0810-4741-0424
1087741625,1967-11-19,Licenciado/a,Desarrollos Innovadores,1142-5724-0180-2643
1085060841,1989-02-14,Ingeniero/a,Sistemas Avanzados,3095-9649-6466-2759
0176201279,1960-08-13,Licenciado/a,Desarrollos Innovadores,2258-7017-3177-9321
2486692182,2020-08-21,Licenciado/a,Grupo Tecnológico,1393-9146-4100-1442
0716548269,1964-01-01,Arquitecto/a,Grupo Tecnológico,6059-9589-3701-1897
1337781480,2005-06-27,Doctor/a,Desarrollos Innovadores,3543-9018-1145-7343
1757258081,1968-04-05,Ingeniero/a,Grupo Tecnológico,9380-8573-3192-7609
0248184263,1997-12-16,Doctor/a,Soluciones Integrales,1538-7569-5581-5680
1668964818,2009-11-28,Arquitecto/a,Desarrollos Innovadores,1219-8439-4487-3356
0679608598,1998-01-10,Arquitecto/a,Soluciones Integrales,1809-9950-2880-7392
1401686606,1965-07-03,Doctor/a,Grupo Tecnológico,1849-0854-6663-4989
2306682892,1968-03-12,Doctor/a,Desarrollos Innovadores,4493-7519-4109-3436
1716773874,1981-07-07,Arquitecto/a,Sistemas Avanzados,8912-8601-6812-2950
0544254976,1970-01-17,Ingeniero/a,Sistemas Avanzados,3605-0233-0884-3272
2233297059,1964-12-06,Licenciado/a,Grupo Tecnológico,9153-5125-2073-7676
2037956929,1967-08-20,Ingeniero/a,Desarrollos Innovadores,1903-3098-7120-7139
1573116670,1999-05-29,Arquitecto/a,Desarrollos Innovadores,8774-5746-7226-4636
1099639285,1991-01-21,Ingeniero/a,Soluciones Integrales,3066-0969-6447-8815
0398277517,1966-09-16,Doctor/a,Desarrollos Innovadores,2889-5387-7665-5792
1248603422,1969-08-16,Licenciado/a,Desarrollos Innovadores,5697-9467-0121-3592
1219962047,2013-07-08,Arquitecto/a,Sistemas Avanzados,5546-2133-8121-2807
2486992319,2019-06-01,Ingeniero/a,Soluciones Integrales,4480-3229-5774-4884
1703763995,2014-04-23,Licenciado/a,Soluciones Integrales,7634-9837-5725-2057
1335157564,2011-05-22,Licenciado/a,Soluciones Integrales,7489-0236-5363-8795
1319980649,2020-02-21,Ingeniero/a,Grupo Tecnológico,5794-4218-5384-5277
2123911176,1991-06-23,Licenciado/a,Sistemas Avanzados,1660-2282-0416-8557
0116484870,1975-09-29,Licenciado/a,Desarrollos Innovadores,0793-0793-0339-6819
1591298486,2011-01-29,Arquitecto/a,Sistemas Avanzados,6947-8274-6980-7432
3032661445,1975-12-26,Ingeniero/a,Soluciones Integrales,9832-6572-4677-4928
1126693155,2015-11-25,Doctor/a,Soluciones Integrales,5581-4450-6462-4697
2145362308,2011-11-04,Doctor/a,Soluciones Integrales,5194-6378-8917-1256
0637481871,2017-02-19,Licenciado/a,Soluciones Integrales,4884-9924-8855-2227
2447901671,1974-04-07,Ingeniero/a,Grupo Tecnológico,1558-0034-9925-2440
2342104403,1982-12-02,Arquitecto/a,Grupo Tecnológico,0760-4666-8444-2361
0617579140,1982-10-14,Ingeniero/a,Grupo Tecnológico,7616-1349-9439-4785
2072546341,1972-03-01,Doctor/a,Sistemas Avanzados,2088-8269-5903-3374
2303945429,1969-11-06,Licenciado/a,Soluciones Integrales,9845-6740-7098-3038
0533027296,1989-06-17,Arquitecto/a,Desarrollos Innovadores,1544-7512-7817-9835
2270992244,1966-07-04,Licenciado/a,Soluciones Integrales,0927-9775-8821-4412
0312197385,1999-04-18,Doctor/a,Grupo Tecnológico,4392-7436-0346-2492
2193857602,1992-12-04,Licenciado/a,Desarrollos Innovadores,7390-4326-5818-9404
1200932370,1980-02-22,Doctor/a,Desarrollos Innovadores,3969-7850-8971-5551
0250084641,2010-02-12,Arquitecto/a,Desarrollos Innovadores,7772-2439-9831-8468
1261674684,1978-03-24,Doctor/a,Sistemas Avanzados,9209-7271-6307-1393
0180898193,1966-04-14,Licenciado/a,Sistemas Avanzados,1735-0318-6675-0088
1697286691,2000-04-30,Doctor/a,Desarrollos Innovadores,1811-8213-2725-6783
2096611035,1973-02-22,Arquitecto/a,Grupo Tecnológico,6793-8635-8106-6212
1857795558,2012-04-09,Licenciado/a,Grupo Tecnológico,7584-3724-2522-6114
2172559083,2017-10-15,Licenciado/a,Desarrollos Innovadores,5629-5637-4769-7719
1371597843,1971-06-15,Licenciado/a,Sistemas Avanzados,7429-8532-5533-9680
0968254435,1992-11-06,Ingeniero/a,Sistemas Avanzados,0691-2998-5145-4411
0862956325,1982-08-07,Licenciado/a,Desarrollos Innovadores,4439-6561-3137-2387
2344574045,1975-12-09,Arquitecto/a,Sistemas Avanzados,4118-9791-7685-0212
1989822200,1984-11-20,Doctor/a,Sistemas Avanzados,9897-2532-1869-2935
2422163451,1985-10-28,Ingeniero/a,Soluciones Integrales,8890-9906-5602-5592
1326379018,2019-09-21,Ingeniero/a,Desarrollos Innovadores,0075-0783-3527-7931
1052478665,2004-11-12,Doctor/a,Desarrollos Innovadores,9738-4141-9566-8994
1909704401,2008-05-02,Arquitecto/a,Sistemas Avanzados,7999-7709-8838-1083
2420232674,1982-06-03,Licenciado/a,Grupo Tecnológico,4210-6427-6769-3386
0106887865,2005-10-12,Arquitecto/a,Grupo Tecnológico,5291-8933-2270-8450
0316811919,1969-12-15,Ingeniero/a,Desarrollos Innovadores,8362-0054-5214-6986
1721142762,2004-06-03,Licenciado/a,Desarrollos Innovadores,7273-8595-0185-9987
1229805405,1981-12-05,Arquitecto/a,Desarrollos Innovadores,2806-9920-9519-1535
1153035539,1990-11-10,Doctor/a,Desarrollos Innovadores,3495-3253-5703-2274
1283470130,1964-05-14,Arquitecto/a,Sistemas Avanzados,7580-6110-6148-5835
1575108507,1998-07-15,Arquitecto/a,Sistemas Avanzados,5370-4504-4404-4843
0448262354,1988-02-02,Licenciado/a,Grupo Tecnológico,4009-7896-0530-5969
0227924485,2006-05-09,Doctor/a,Desarrollos Innovadores,0186-5153-3144-0129
0485379179,1992-01-01,Ingeniero/a,Grupo Tecnológico,5245-5790-5751-9530
1504286467,1999-08-02,Arquitecto/a,Desarrollos Innovadores,5740-8775-0785-3445
1280201366,1987-04-09,Ingeniero/a,Sistemas Avanzados,3407-3834-6259-2861
0929077819,2000-06-15,Licenciado/a,Soluciones Integrales,3427-9103-4665-2071
0738980605,1995-10-14,Ingeniero/a,Soluciones Integrales,0554-4615-7132-8992
0510583631,1976-04-19,Licenciado/a,Grupo Tecnológico,8037-9593-1018-7073
1465053713,2008-12-10,Ingeniero/a,Grupo Tecnológico,0560-9080-6600-6195
1053581795,2014-09-01,Licenciado/a,Grupo Tecnológico,2256-2015-6972-1319
2126826999,1996-07-25,Ingeniero/a,Soluciones Integrales,7064-2623-9338-2413
0281610442,1965-04-16,Licenciado/a,Grupo Tecnológico,9120-0283-0916-5840
1389510286,2014-05-08,Licenciado/a,Desarrollos Innovadores,1568-0780-4337-4132
0660137250,1976-01-19,Licenciado/a,Sistemas Avanzados,4571-7802-0518-3576
0628637222,1999-07-13,Ingeniero/a,Sistemas Avanzados,9516-0865-6520-9453
0932064133,1970-11-03,Licenciado/a,Grupo Tecnológico,7853-9835-1584-3455
0694812057,1983-05-29,Arquitecto/a,Soluciones Integrales,5205-6623-1197-4697
3060702100,1971-07-21,Arquitecto/a,Soluciones Integrales,0448-1709-1955-7040
3040300950,1984-11-15,Arquitecto/a,Sistemas Avanzados,7197-4620-8459-5441
0822593208,1986-02-17,Ingeniero/a,Desarrollos Innovadores,6594-8513-3614-4328
1972659114,1991-12-13,Doctor/a,Sistemas Avanzados,3190-8774-8065-5465
1498830120,1999-06-21,Arquitecto/a,Soluciones Integrales,7400-8866-9753-4897
2139459922,1965-12-28,Arquitecto/a,Soluciones Integrales,0179-4077-6510-6786
2404831606,1987-05-02,Doctor/a,Desarrollos Innovadores,3382-2645-6234-7882
0484427607,2020-05-15,Arquitecto/a,Sistemas Avanzados,2848-8763-0651-8774
0630481756,1988-01-15,Ingeniero/a,Sistemas Avanzados,9411-4977-9611-1208
0173786961,1997-08-11,Doctor/a,Soluciones Integrales,5043-7820-9435-8315
1848897677,1995-08-07,Doctor/a,Soluciones Integrales,2358-1877-6352-9851
2020443115,1970-05-07,Arquitecto/a,Desarrollos Innovadores,2159-1600-7017-8170
0133516637,1977-01-01,Arquitecto/a,Grupo Tecnológico,1796-8712-7114-3799
2097925165,1977-05-02,Licenciado/a,Grupo Tecnológico,4404-3671-1978-0278
1872058119,1967-03-22,Ingeniero/a,Sistemas Avanzados,3431-8929-2135-9321
0852421453,1970-06-13,Doctor/a,Soluciones Integrales,0429-2597-0045-8547
2091919673,2015-03-25,Doctor/a,Grupo Tecnológico,2290-6475-6536-0262
0668381481,2006-07-28,Arquitecto/a,Soluciones Integrales,9683-0154-9090-3678
0227650698,1981-11-12,Arquitecto/a,Soluciones Integrales,6288-8045-3191-8644
0426698398,1985-04-16,Arquitecto/a,Soluciones Integrales,9646-2450-4424-6649
2468028892,2014-05-28,Arquitecto/a,Desarrollos Innovadores,1678-0971-8020-8017
2205078568,1965-01-23,Doctor/a,Sistemas Avanzados,3439-0499-4505-2711
0222867532,1987-01-18,Licenciado/a,Soluciones Integrales,6555-3663-8014-8195
2301949871,1995-04-16,Ingeniero/a,Grupo Tecnológico,8942-6880-5187-4713
0129993404,1991-10-13,Doctor/a,Soluciones Integrales,2703-4404-3614-3553
1735490242,2004-07-30,Ingeniero/a,Sistemas Avanzados,7559-4776-7980-6260
1985528401,2004-11-14,Licenciado/a,Desarrollos Innovadores,3129-3770-9968-9890
2208275490,1964-12-14,Doctor/a,Grupo Tecnológico,2970-2271-2784-7024
0953462746,1969-12-02,Ingeniero/a,Sistemas Avanzados,9670-1710-7985-3146
1725510858,1960-07-27,Arquitecto/a,Sistemas Avanzados,4246-8391-4927-4671
0974647325,2012-02-28,Ingeniero/a,Soluciones Integrales,5889-3878-9100-4807
1244884480,2001-09-11,Ingeniero/a,Desarrollos Innovadores,5126-7507-6856-6006
2358569058,1971-07-19,Doctor/a,Desarrollos Innovadores,0391-5696-8632-5406
1372061157,1975-02-07,Licenciado/a,Desarrollos Innovadores,0896-4097-8175-2532
1348926337,1984-07-04,Ingeniero/a,Soluciones Integrales,3332-4697-2099-0475
2037861379,2008-04-12,Licenciado/a,Sistemas Avanzados,4262-7760-5295-5638
2446882591,2009-08-12,Arquitecto/a,Desarrollos Innovadores,2018-6286-2564-3065
1966161202,2004-01-09,Arquitecto/a,Soluciones Integrales,2906-8463-4799-4956
0439521998,2005-11-26,Ingeniero/a,Desarrollos Innovadores,5778-2236-3307-3505
0953762393,1964-04-22,Ingeniero/a,Soluciones Integrales,5583-8643-2961-5698
0255191709,1989-04-13,Licenciado/a,Desarrollos Innovadores,8363-2829-0832-7173
0295806402,1970-10-03,Ingeniero/a,Soluciones Integrales,0144-3558-2645-6728
0393404252,1989-10-24,Doctor/a,Desarrollos Innovadores,4099-2881-1650-1240
0489763582,2020-08-26,Licenciado/a,Soluciones Integrales,9889-4991-9215-9739
0718324121,1976-11-25,Arquitecto/a,Sistemas Avanzados,7060-6618-9227-4559
1557363230,1982-01-25,Ingeniero/a,Sistemas Avanzados,4237-9272-2936-0916
0725248160,1987-06-14,Arquitecto/a,Grupo Tecnológico,7598-4424-5142-3429
0842770915,1979-09-30,Arquitecto/a,Sistemas Avanzados,6590-3902-5422-6863
2292685311,1994-04-11,Doctor/a,Sistemas Avanzados,4657-3921-5819-8641
0784298392,1997-08-27,Licenciado/a,Sistemas Avanzados,4249-7748-4498-5114
0189665193,2006-01-11,Licenciado/a,Sistemas Avanzados,8949-3178-2261-4223
1947796641,1999-05-30,Ingeniero/a,Soluciones Integrales,8975-3106-8893-9971
0223996274,2006-10-06,Doctor/a,Grupo Tecnológico,4085-8361-4580-4612
0749474316,2005-06-19,Ingeniero/a,Desarrollos Innovadores,6610-3148-1984-1876
2196955184,1986-11-01,Ingeniero/a,Desarrollos Innovadores,4866-0569-0677-7553
0625680125,1992-07-24,Ingeniero/a,Grupo Tecnológico,2790-9708-7393-0204
2313242692,1975-06-25,Ingeniero/a,Soluciones Integrales,4470-5442-7755-4489
1866703039,1986-01-14,Doctor/a,Grupo Tecnológico,0856-2907-9540-0517
1260102888,1977-03-24,Licenciado/a,Sistemas Avanzados,7308-4750-0162-9246
1807222076,1966-06-24,Licenciado/a,Grupo Tecnológico,0013-8531-8497-0079
1416500229,2015-10-14,Arquitecto/a,Soluciones Integrales,2236-8894-1267-0294
0882965327,1977-12-17,Licenciado/a,Desarrollos Innovadores,4727-6660-1267-4452
0905509015,1964-12-02,Arquitecto/a,Grupo Tecnológico,7616-0469-9062-1399
0705440802,1987-03-13,Arquitecto/a,Desarrollos Innovadores,0298-2934-9172-5026
0659388078,1971-02-19,Arquitecto/a,Sistemas Avanzados,4725-8259-6040-0839
0770825572,2013-10-03,Arquitecto/a,Desarrollos Innovadores,0681-7148-6177-7632
1205360591,2009-11-03,Licenciado/a,Desarrollos Innovadores,5990-3377-1850-1587
0410895437,2013-04-28,Licenciado/a,Soluciones Integrales,5535-7655-5938-0820
0869608662,1965-01-06,Licenciado/a,Sistemas Avanzados,6842-0321-2189-6885
0265168252,1996-05-15,Ingeniero/a,Grupo Tecnológico,9739-3420-5176-7325
0906922479,1982-05-16,Ingeniero/a,Desarrollos Innovadores,4047-5778-7625-3411
1350824906,1980-01-07,Arquitecto/a,Grupo Tecnológico,6151-4066-1695-2171
2126605254,2016-10-09,Licenciado/a,Soluciones Integrales,7513-0934-4728-7550
2185136540,1977-04-19,Ingeniero/a,Grupo Tecnológico,4755-6844-2037-9332
1981668122,1983-05-22,Arquitecto/a,Grupo Tecnológico,8959-9687-7061-8710
1942342258,1986-02-15,Arquitecto/a,Soluciones Integrales,0716-6320-9350-5775
0365848498,2004-06-14,Doctor/a,Desarrollos Innovadores,9927-8530-8637-0538
1477464206,1964-05-27,Ingeniero/a,Soluciones Integrales,3312-6050-9671-6564
0603149947,2015-03-04,Ingeniero/a,Grupo Tecnológico,9031-3123-8123-6448
0421451274,1960-01-29,Ingeniero/a,Soluciones Integrales,3797-3041-4526-4423
0496982484,1995-06-06,Ingeniero/a,Desarrollos Innovadores,7339-1041-7266-0106
2294905414,1991-01-26,Licenciado/a,Grupo Tecnológico,2034-4883-6106-0288
2312557321,1974-01-30,Arquitecto/a,Soluciones Integrales,1570-0558-2959-4894
0869456348,1962-04-01,Arquitecto/a,Soluciones Integrales,1864-3422-5392-8082
1260085002,1997-12-16,Licenciado/a,Soluciones Integrales,0360-5142-0451-7853
1462966170,1987-04-01,Ingeniero/a,Desarrollos Innovadores,4363-6288-0785-4772
0686970061,1987-06-01,Arquitecto/a,Desarrollos Innovadores,2516-0711-8903-8566
2361434097,1989-07-04,Ingeniero/a,Desarrollos Innovadores,1500-2941-3873-7423
0613080461,1962-01-08,Arquitecto/a,Grupo Tecnológico,1774-4370-3635-1108
0397650854,1994-09-29,Doctor/a,Grupo Tecnológico,7168-6220-5685-0233
0906273062,2018-10-16,Licenciado/a,Grupo Tecnológico,0993-7937-5314-5584
1736770103,2015-11-12,Doctor/a,Soluciones Integrales,6117-2776-6153-0710
3023251610,1986-02-12,Licenciado/a,Grupo Tecnológico,9439-5767-1650-1305
2221324625,1999-04-17,Arquitecto/a,Soluciones Integrales,2743-2211-1155-4358
0575762613,2011-10-04,Licenciado/a,Grupo Tecnológico,7397-1908-7508-4302
2096696270,1993-11-03,Ingeniero/a,Sistemas Avanzados,1052-8177-2969-7544
0636060552,2007-10-18,Arquitecto/a,Desarrollos Innovadores,3778-6676-8600-4124
1979844705,1964-08-27,Ingeniero/a,Sistemas Avanzados,3964-7082-7423-0012
1141230402,1987-08-17,Doctor/a,Grupo Tecnológico,2195-8510-0543-3645
0417857647,2017-03-02,Arquitecto/a,Sistemas Avanzados,8340-2278-0690-6069
1719090396,1964-08-02,Doctor/a,Sistemas Avanzados,2125-8195-6100-2541
2366344041,1994-09-19,Doctor/a,Grupo Tecnológico,7684-8903-6752-8678
1556676523,2001-11-16,Licenciado/a,Sistemas Avanzados,6419-3268-2712-3565
0600139580,2002-10-22,Arquitecto/a,Grupo Tecnológico,6971-2926-3632-1158
3065264612,1979-03-05,Ingeniero/a,Soluciones Integrales,4583-4932-0636-4327
0741060406,1975-01-28,Doctor/a,Sistemas Avanzados,0024-3971-3042-0395
1064150291,2020-03-31,Doctor/a,Grupo Tecnológico,0299-5710-8727-3589
1819649885,2007-05-22,Ingeniero/a,Sistemas Avanzados,0551-3663-1889-0216
1778622423,1991-03-31,Licenciado/a,Soluciones Integrales,6963-2611-9756-2905
1582355754,1965-04-14,Arquitecto/a,Sistemas Avanzados,3776-0884-9961-4246
0889068227,1963-01-20,Doctor/a,Grupo Tecnológico,1119-5829-8536-4300
1277704269,1999-05-09,Doctor/a,Soluciones Integrales,9847-1957-8661-8601
1210783290,2010-05-19,Doctor/a,Desarrollos Innovadores,2999-8256-5521-6566
0411081850,1991-10-03,Ingeniero/a,Soluciones Integrales,4731-3369-2343-7718
1053509877,1969-05-18,Doctor/a,Sistemas Avanzados,3367-2921-5477-7875
2045632731,1971-04-27,Licenciado/a,Grupo Tecnológico,7293-8896-4917-1896
0643953958,1974-01-26,Doctor/a,Sistemas Avanzados,8818-2776-0430-2694
2466710764,2005-11-15,Licenciado/a,Sistemas Avanzados,5458-5564-7802-1551
1615119015,1979-04-09,Doctor/a,Soluciones Integrales,2316-0564-3429-3206
2330109257,1961-06-02,Licenciado/a,Soluciones Integrales,6319-3145-9250-0899
2458388033,2008-05-11,Ingeniero/a,Sistemas Avanzados,6716-5999-6507-9369
0385044652,1994-03-06,Doctor/a,Grupo Tecnológico,0638-7085-1904-0741
1326376214,1985-04-03,Ingeniero/a,Grupo Tecnológico,2692-6424-5269-5992
2373152949,2018-12-12,Licenciado/a,Sistemas Avanzados,2046-1396-0038-3575
0576459894,2012-07-17,Ingeniero/a,Sistemas Avanzados,7370-7276-9313-2490
0270753244,1964-09-05,Doctor/a,Grupo Tecnológico,2182-9597-4040-9525
0252325186,1993-02-24,Doctor/a,Grupo Tecnológico,1695-6312-3021-0229
2101438157,2008-04-06,Licenciado/a,Sistemas Avanzados,6414-2250-2356-8369
2113652938,1985-11-06,Licenciado/a,Desarrollos Innovadores,4558-1383-5911-7798
0316320292,1994-06-30,Arquitecto/a,Grupo Tecnológico,7161-4496-9836-7742
1519515524,1961-05-03,Doctor/a,Grupo Tecnológico,8902-7060-3980-1801
1134570139,1964-03-16,Arquitecto/a,Desarrollos Innovadores,5860-0702-1837-5470
0703622792,2012-08-28,Ingeniero/a,Grupo Tecnológico,1182-6631-1684-1896
1812815934,2016-08-05,Licenciado/a,Grupo Tecnológico,2394-1544-6124-1737
0652062645,2006-02-05,Doctor/a,Soluciones Integrales,3655-1275-4238-3167
0364512229,2015-04-03,Doctor/a,Soluciones Integrales,2078-7854-3860-4223
1858313486,1974-02-25,Arquitecto/a,Desarrollos Innovadores,2672-2708-7045-0866
0537080745,1961-10-21,Licenciado/a,Desarrollos Innovadores,7260-8982-4906-4150
1712491523,1966-10-06,Doctor/a,Grupo Tecnológico,5716-5374-0602-4769
2307751718,1963-11-27,Licenciado/a,Sistemas Avanzados,8028-2043-6131-3411
2324671504,2006-06-21,Ingeniero/a,Desarrollos Innovadores,4194-2274-7200-7399
2353383646,1964-05-09,Licenciado/a,Sistemas Avanzados,2259-0308-7603-8196
0714319225,1978-01-18,Arquitecto/a,Grupo Tecnológico,1654-3370-0076-5557
0964869775,1973-07-12,Ingeniero/a,Sistemas Avanzados,0824-5309-6586-3662
2260179962,2014-04-25,Doctor/a,Grupo Tecnológico,9923-7325-2730-0790
1204509394,1964-07-02,Ingeniero/a,Soluciones Integrales,4069-2330-7970-5252
2237867414,1999-09-16,Licenciado/a,Soluciones Integrales,8792-9857-4816-0568
1631268153,1984-04-09,Doctor/a,Grupo Tecnológico,4374-5023-7553-1924
2068725263,2020-07-06,Licenciado/a,Desarrollos Innovadores,9479-8363-4271-4969
1487133542,2018-08-01,Doctor/a,Sistemas Avanzados,5508-8233-3583-1057
0477467133,1988-07-29,Licenciado/a,Desarrollos Innovadores,1766-1840-6516-6678
3041240700,2008-10-14,Licenciado/a,Soluciones Integrales,2038-6792-0395-8843
0160342407,2000-01-04,Arquitecto/a,Sistemas Avanzados,4063-2456-2965-9981
2165036483,2004-09-12,Arquitecto/a,Sistemas Avanzados,3495-5352-3622-5350
0201150232,1968-02-05,Licenciado/a,Soluciones Integrales,1425-8715-1358-6077
1608863607,1973-08-09,Doctor/a,Grupo Tecnológico,7658-4610-3880-0773
2113420924,2007-09-20,Doctor/a,Grupo Tecnológico,6479-4094-8045-1083
2451313874,2003-12-06,Licenciado/a,Desarrollos Innovadores,3981-4613-6911-0028
1910779500,1991-06-26,Arquitecto/a,Soluciones Integrales,2399-6377-4483-0188
0537450676,2000-02-19,Doctor/a,Soluciones Integrales,9237-4930-6215-2651
1507998738,1961-06-13,Doctor/a,Sistemas Avanzados,7679-0739-8579-5554
3094147622,2007-09-17,Licenciado/a,Grupo Tecnológico,9973-1764-1929-5402
1179503314,1987-04-15,Ingeniero/a,Soluciones Integrales,7743-2588-5141-9194
0341436052,1961-09-23,Ingeniero/a,Soluciones Integrales,6622-8666-1364-3801
2206021261,1964-05-28,Doctor/a,Sistemas Avanzados,2954-9756-6719-0723
1038182993,1986-03-02,Licenciado/a,Desarrollos Innovadores,3124-5154-9933-9261
0524805491,2010-07-22,Arquitecto/a,Desarrollos Innovadores,7456-0128-1089-8965
1415299047,1968-03-28,Doctor/a,Soluciones Integrales,2417-3722-2554-4193
1505897820,1983-05-23,Ingeniero/a,Desarrollos Innovadores,0167-4297-3579-1634
0490961799,1984-07-11,Licenciado/a,Sistemas Avanzados,4853-5265-8370-7017
2046210552,1985-08-28,Arquitecto/a,Sistemas Avanzados,4464-2772-1202-3338
1743558349,1977-03-17,Doctor/a,Grupo Tecnológico,9547-3608-2634-8663
1729052615,2002-08-24,Arquitecto/a,Sistemas Avanzados,6957-1939-8905-7563
3033560403,2002-10-30,Arquitecto/a,Sistemas Avanzados,2621-2928-3842-1216
1729625741,1970-01-22,Licenciado/a,Soluciones Integrales,7150-9894-8992-6776
2281934127,1966-12-26,Licenciado/a,Desarrollos Innovadores,8840-6249-2287-6006
1946217565,1986-04-03,Doctor/a,Soluciones Integrales,0160-3846-3731-3044
1302571844,2000-02-24,Ingeniero/a,Desarrollos Innovadores,0192-4785-4112-5225
0120268314,1965-10-19,Ingeniero/a,Grupo Tecnológico,4219-9269-3948-0524
1817898075,2017-10-09,Ingeniero/a,Soluciones Integrales,7527-3724-4634-5128
1225234957,2003-06-10,Licenciado/a,Desarrollos Innovadores,0816-9627-9137-6673
1386961295,1969-12-05,Ingeniero/a,Soluciones Integrales,4989-3626-9128-7609
2308345503,1988-12-28,Ingeniero/a,Grupo Tecnológico,2318-4226-9888-6919
0473905266,2013-03-04,Ingeniero/a,Desarrollos Innovadores,8898-3311-0552-7798
1084724310,2011-04-15,Licenciado/a,Desarrollos Innovadores,9773-7843-3229-2298
0962070700,1970-05-11,Licenciado/a,Grupo Tecnológico,3293-9012-8639-9784
1690500876,1997-08-01,Ingeniero/a,Soluciones Integrales,3236-3038-6993-0520
2291107704,2015-10-16,Doctor/a,Desarrollos Innovadores,9131-2917-8482-9466
2386747348,1987-09-13,Ingeniero/a,Sistemas Avanzados,8416-2973-1026-7153
1237115080,1982-07-13,Ingeniero/a,Desarrollos Innovadores,9652-4533-0083-1534
1595625662,1997-11-13,Ingeniero/a,Grupo Tecnológico,9058-1143-6508-4469
1163654290,1963-12-10,Doctor/a,Soluciones Integrales,9854-2219-7907-0734
1777431622,2011-09-26,Ingeniero/a,Desarrollos Innovadores,8712-5608-1410-7942
1154034311,2002-07-26,Licenciado/a,Sistemas Avanzados,6069-2083-0869-6582
0209180327,1983-04-06,Arquitecto/a,Desarrollos Innovadores,2874-0132-2054-6227
2165865514,2009-06-29,Licenciado/a,Sistemas Avanzados,6187-0381-7780-5315
0798177490,2001-03-13,Ingeniero/a,Soluciones Integrales,8911-1999-5311-8870
0787272489,1970-10-10,Doctor/a,Grupo Tecnológico,1823-3676-4163-0547
1612824206,1961-01-10,Licenciado/a,Grupo Tecnológico,2268-4637-8572-8896
0943275085,1967-12-29,Doctor/a,Sistemas Avanzados,5027-3455-7072-4614
1351522879,1994-08-16,Doctor/a,Desarrollos Innovadores,9961-3065-5087-8496
2022332430,1965-08-05,Ingeniero/a,Grupo Tecnológico,1138-7252-8349-4019
1482384373,1978-04-30,Ingeniero/a,Desarrollos Innovadores,5687-2175-8633-4779
1071343157,1997-02-17,Licenciado/a,Desarrollos Innovadores,6302-8568-1025-9433
0686987980,1964-03-29,Arquitecto/a,Desarrollos Innovadores,9279-0065-6542-9903
1796522830,1981-08-17,Doctor/a,Grupo Tecnológico,1794-4288-0134-9080
0920503293,1970-03-10,Licenciado/a,Desarrollos Innovadores,4049-9859-2004-0433
1060940127,2011-11-29,Ingeniero/a,Desarrollos Innovadores,1613-8120-9884-8330
