cedula,fechaingresoEmpresa,titulo,empresa,tarjetaCredito,nombre,apellido,direccion,correo_electronico,fecha_nacimiento,edad,provinciaNacimiento,genero,marca_tarjetaCredito,salarioAnual
0641423558,1968-11-18,Ingeniero/a,Desarrollos Innovadores,8870-2893-8543-0164,Denise,Garner,"53727 Julie Mountains
South Margaret, OH 66776",daniel60@example.com,1981-11-05,42,Chimborazo,Femenino,Marca no conocida,35000
0643953958,1974-01-26,Doctor/a,Sistemas Avanzados,8818-2776-0430-2694,Cody,Barker,"723 Christopher Motorway Suite 088
North Cynthiamouth, PA 94004",barnesbianca@example.com,1981-10-30,42,Chimborazo,Masculino,Marca no conocida,55000
0648871689,2009-05-17,Arquitecto/a,Sistemas Avanzados,3964-2277-5767-1585,Melissa,Johnson,"86546 Daniel Islands
Jeffreyport, MA 78889",holdertimothy@example.org,1989-09-01,34,Chimborazo,Femenino,Marca no conocida,30000
0649064307,1994-05-31,Doctor/a,Desarrollos Innovadores,6633-7420-3653-9979,Nicole,Price,"936 Andrew Skyway
Banksside, LA 49226",potterkimberly@example.com,1984-08-03,39,Chimborazo,Femenino,Marca no conocida,44000
0652062645,2006-02-05,Doctor/a,Soluciones Integrales,3655-1275-4238-3167,Jorge,Turner,"Unit 9140 Box 2110
DPO AA 08777",theresa18@example.org,1984-08-13,39,Chimborazo,Masculino,Marca no conocida,49000
0654773119,2018-04-27,Arquitecto/a,Sistemas Avanzados,7549-0417-8709-6916,Todd,Richard,"093 Crystal Divide
Hallborough, IN 80366",stanley36@example.com,1983-02-02,41,Chimborazo,Masculino,Marca no conocida,28000
0657418845,1992-03-09,Ingeniero/a,Grupo TecnolÃ³gico,8126-3811-2865-8988,Vickie,Peterson,"23272 James Stream
New Williamside, MT 84529",griffinteresa@example.org,1974-06-05,49,Chimborazo,Femenino,Marca no conocida,34000
0659388078,1971-02-19,Arquitecto/a,Sistemas Avanzados,4725-8259-6040-0839,Brian,Williamson,"006 Lauren Trail Apt. 520
Arnoldton, NE 49040",crystalmorgan@example.com,1986-08-11,37,Chimborazo,Masculino,Visa,27000
0660137250,1976-01-19,Licenciado/a,Sistemas Avanzados,4571-7802-0518-3576,John,Lucas,"38642 Smith Throughway Suite 688
Lake Adamshire, OH 81536",aholmes@example.com,1985-02-27,39,Chimborazo,Masculino,Visa,22000
0667561727,1976-01-25,Licenciado/a,Sistemas Avanzados,3043-4583-1336-9696,Erica,Fox,"2204 Johnson Estates
Welchton, MH 18531",smoore@example.com,1990-06-12,33,Chimborazo,Femenino,Marca no conocida,22000
0668381481,2006-07-28,Arquitecto/a,Soluciones Integrales,9683-0154-9090-3678,Anita,Morrow,"04558 Baldwin Neck
West Robertberg, VA 83547",cindygarrett@example.net,1973-12-02,50,Chimborazo,Femenino,Marca no conocida,30000
0678693296,2004-01-16,Doctor/a,Grupo TecnolÃ³gico,9922-4110-3493-6981,Dorothy,Wright,"23097 Chambers Haven Suite 323
Lake Kathyside, NV 57755",jessica62@example.org,1989-03-15,35,Chimborazo,Femenino,Marca no conocida,44000
0679608598,1998-01-10,Arquitecto/a,Soluciones Integrales,1809-9950-2880-7392,Sydney,Hall,"PSC 8106, Box 8936
APO AP 40310",eric33@example.com,1989-10-17,34,Chimborazo,Masculino,Marca no conocida,29000
0681759200,2008-12-09,Licenciado/a,Grupo TecnolÃ³gico,3857-9253-0028-8989,Rachel,Price,"56551 Erin Junction Suite 498
Brittanyburgh, MD 35716",jasonterrell@example.net,1971-02-10,53,Chimborazo,Femenino,Marca no conocida,21000
0684068937,2016-07-20,Licenciado/a,Soluciones Integrales,6580-1656-1398-3968,Latasha,Herring,"245 Mitchell Motorway
Lake Adammouth, NV 68111",lwilliams@example.com,1984-02-04,40,Chimborazo,Femenino,Discover,25000
0686970061,1987-06-01,Arquitecto/a,Desarrollos Innovadores,2516-0711-8903-8566,Charles,Compton,"2761 Rodriguez Center Suite 902
Lake Nancybury, MN 82581",hilljuan@example.com,1975-09-13,48,Chimborazo,Masculino,Marca no conocida,26000
0686987980,1964-03-29,Arquitecto/a,Desarrollos Innovadores,9279-0065-6542-9903,Robert,Fisher,"PSC 8370, Box 6162
APO AE 81049",audrey43@example.org,1990-09-22,33,Chimborazo,Masculino,Marca no conocida,27000
0687091251,1990-12-03,Ingeniero/a,Sistemas Avanzados,8530-5373-5234-1582,Lisa,Miller,"7073 Virginia Grove Apt. 841
North Stephenfort, VA 40166",jeffreydavis@example.org,1984-09-07,39,Chimborazo,Femenino,Marca no conocida,34000
0687239019,1973-08-24,Arquitecto/a,Grupo TecnolÃ³gico,5430-9519-6132-1604,James,Wood,"USS Lawson
FPO AA 49296",amandamarks@example.com,1978-10-23,45,Chimborazo,Masculino,MasterCard,28000
0690248960,2011-01-13,Arquitecto/a,Desarrollos Innovadores,4503-2293-9976-8844,John,Moore,"72216 Neal River
Jacksonland, CT 88861",ryan51@example.net,1981-04-11,43,Chimborazo,Masculino,Visa,29000
0692257609,2011-11-24,Doctor/a,Grupo TecnolÃ³gico,2599-0839-0755-3357,Brenda,Miller,"8696 Lydia Islands Suite 895
New Mark, WV 78675",rodriguezjennifer@example.com,1986-07-10,37,Chimborazo,Femenino,Marca no conocida,35000
0694812057,1983-05-29,Arquitecto/a,Soluciones Integrales,5205-6623-1197-4697,Rebecca,Preston,"65747 Dennis Ranch
Lake Rhondafort, MD 55166",scott43@example.org,1982-05-02,42,Chimborazo,Femenino,MasterCard,25000
0697979205,2017-01-10,Licenciado/a,Desarrollos Innovadores,1724-9459-6880-7847,Kristin,Aguirre,"9529 Sara Bypass Apt. 129
Alyssafort, MT 08624",mariebrown@example.com,1972-12-30,51,Chimborazo,Femenino,Marca no conocida,21000
0700376948,1986-03-19,Doctor/a,Grupo TecnolÃ³gico,0294-4040-0935-0066,Michael,Walter,"2757 Donna Ridge
East Nicholasmouth, NH 65729",sherri00@example.com,1973-08-01,50,El Oro,Masculino,Marca no conocida,55000
0703622792,2012-08-28,Ingeniero/a,Grupo TecnolÃ³gico,1182-6631-1684-1896,Colleen,Dickerson,"0362 Hubbard Bridge Suite 131
New Andrewmouth, VI 64950",codypatterson@example.org,1990-12-13,33,El Oro,Femenino,Marca no conocida,35000
0705440802,1987-03-13,Arquitecto/a,Desarrollos Innovadores,0298-2934-9172-5026,Jasmine,Crawford,"921 Molly Inlet
New Carolynfurt, DE 03562",derrickwhitehead@example.net,1984-11-20,39,El Oro,Femenino,Marca no conocida,26000
0707851372,2008-06-16,Licenciado/a,Desarrollos Innovadores,4407-6722-8312-2984,Christine,Hunter,"9355 Leonard Turnpike
Port Adamchester, LA 42372",ycervantes@example.org,1978-08-05,45,El Oro,Femenino,Visa,22000
0709014121,2012-06-23,Licenciado/a,Grupo TecnolÃ³gico,4359-1151-6034-8299,William,Combs,"44345 Andrew Shoals Apt. 014
Douglastown, AZ 90398",rguzman@example.com,1990-06-29,33,El Oro,Masculino,Visa,24000
0711517967,2008-05-19,Arquitecto/a,Sistemas Avanzados,6461-6394-4881-2502,Alisha,Rivera,"6232 Taylor Extensions Suite 353
New Daniellemouth, CO 38504",bridgesdiane@example.net,1971-01-23,53,El Oro,Femenino,Marca no conocida,27000
0714319225,1978-01-18,Arquitecto/a,Grupo TecnolÃ³gico,1654-3370-0076-5557,Richard,Williams,"065 Connor Via
Warrenchester, OH 10246",andrew68@example.com,1976-07-26,47,El Oro,Masculino,Marca no conocida,27000
0714373913,1978-01-01,Ingeniero/a,Sistemas Avanzados,3240-5152-9388-8502,John,King,"7155 Crystal Ridges
Lake Barbara, VT 09077",fschmidt@example.net,1984-04-12,40,El Oro,Masculino,Marca no conocida,32000
0716548269,1964-01-01,Arquitecto/a,Grupo TecnolÃ³gico,6059-9589-3701-1897,Laurie,Mcbride,"9696 Anthony Islands
North Nicoleton, ND 78571",karen28@example.net,1977-05-19,47,El Oro,Femenino,Marca no conocida,25000
0718104914,2001-02-20,Doctor/a,Grupo TecnolÃ³gico,4954-6991-7441-3793,William,Holmes,"52436 Melendez Light Apt. 595
North Jenniferville, PW 67052",xsims@example.org,1970-01-05,54,El Oro,Masculino,Visa,38000
0718324121,1976-11-25,Arquitecto/a,Sistemas Avanzados,7060-6618-9227-4559,Jeff,Edwards,"4264 Combs Well
South Davidburgh, WI 77186",kortega@example.net,1971-10-25,52,El Oro,Masculino,Marca no conocida,27000
0719773005,1965-07-14,Ingeniero/a,Desarrollos Innovadores,8041-9997-4021-3109,Denise,Hunt,"8284 Ortega Station
Nathanstad, DE 74856",katherinekelley@example.com,1989-08-12,34,El Oro,Femenino,Marca no conocida,33000
0719913524,1982-04-25,Ingeniero/a,Grupo TecnolÃ³gico,3236-5435-9043-0538,Sheila,Sandoval,"3431 Anna Springs Suite 190
Susanbury, CO 90172",yjohnson@example.net,1977-05-31,46,El Oro,Femenino,Marca no conocida,31000
0721754310,2015-08-27,Doctor/a,Desarrollos Innovadores,3741-4004-1086-7987,Regina,Smith,"7427 Carolyn Keys Apt. 500
New Michaelton, FM 16013",jessicawilson@example.org,1970-09-11,53,El Oro,Femenino,Marca no conocida,59000
0725248160,1987-06-14,Arquitecto/a,Grupo TecnolÃ³gico,7598-4424-5142-3429,Steven,Garcia,"8438 Ferguson Neck
West Aaron, MT 50845",brucerichard@example.org,1980-02-17,44,El Oro,Masculino,Marca no conocida,28000
0725402868,1998-04-01,Doctor/a,Soluciones Integrales,4144-9682-1880-3892,Stephanie,Richardson,"6490 Aguirre Locks
Molinatown, KY 67610",umurphy@example.net,1979-03-27,45,El Oro,Femenino,Visa,41000
0725571327,1987-03-22,Arquitecto/a,Grupo TecnolÃ³gico,9279-4560-1494-1531,Joshua,Thompson,"1282 Powell Ridges Apt. 259
Loweberg, NH 13904",irwinthomas@example.net,1982-08-12,41,El Oro,Masculino,Marca no conocida,29000
0728179914,1992-10-23,Ingeniero/a,Desarrollos Innovadores,3391-8956-7158-7858,Debbie,Vance,"26127 Andrew Shoals Apt. 473
North Sara, ME 45115",john18@example.net,1988-07-06,35,El Oro,Femenino,Marca no conocida,32000
0738943329,1974-03-08,Licenciado/a,Sistemas Avanzados,6591-2742-9047-0680,Lisa,Lynch,"462 Martinez Hill Apt. 516
Susanberg, IA 51649",samanthaford@example.org,1981-08-29,42,El Oro,Femenino,Discover,23000
0738980605,1995-10-14,Ingeniero/a,Soluciones Integrales,0554-4615-7132-8992,Breanna,Taylor,"7976 Sarah Shoals
East Nathanfort, LA 27359",meganadams@example.org,1972-10-25,51,El Oro,Femenino,Marca no conocida,35000
0739620578,1990-03-17,Ingeniero/a,Soluciones Integrales,3391-7003-1324-7873,Jennifer,Mendoza,"42115 Brandon Court Apt. 776
New Michealport, VA 10881",drivera@example.net,1987-04-07,37,El Oro,Femenino,Marca no conocida,31000
0741060406,1975-01-28,Doctor/a,Sistemas Avanzados,0024-3971-3042-0395,Thomas,Sanders,"72613 Love Hills Apt. 995
South Mirandaberg, CT 80469",lopezjuan@example.net,1984-01-24,40,El Oro,Masculino,Marca no conocida,60000
0741846896,1971-05-18,Doctor/a,Grupo TecnolÃ³gico,1513-3116-5580-3833,Steven,Vargas,"90297 Michael Lock
Lake Brittany, FM 65270",heathernelson@example.org,1983-09-26,40,El Oro,Masculino,Marca no conocida,41000
0745278655,2010-03-06,Licenciado/a,Soluciones Integrales,9187-8582-9806-5576,Leslie,Schwartz,"2622 Anna Islands
Roweshire, NC 56721",shannon02@example.org,1978-03-05,46,El Oro,Femenino,Marca no conocida,21000
0747957496,1967-01-02,Arquitecto/a,Desarrollos Innovadores,3158-3347-4140-4638,Mark,Bates,"79853 Joel Streets Apt. 624
Port Daryl, AK 12689",andrew12@example.com,1970-07-03,53,El Oro,Masculino,Marca no conocida,26000
0749474316,2005-06-19,Ingeniero/a,Desarrollos Innovadores,6610-3148-1984-1876,Michael,Walton,"710 Troy Fall Suite 779
Ramirezville, ME 65704",sarah91@example.com,1978-09-06,45,El Oro,Masculino,Marca no conocida,31000
0750229370,2020-09-11,Ingeniero/a,Desarrollos Innovadores,2395-8939-4645-3927,Billy,Mueller,"36589 House Inlet Apt. 257
South Wesleyport, ME 93977",guyswanson@example.com,1980-04-06,44,El Oro,Masculino,Marca no conocida,33000
0753491294,1965-07-05,Ingeniero/a,Soluciones Integrales,2517-0410-4867-9011,William,Sullivan,"3304 Carpenter Valley Suite 927
Powellport, SC 41236",williamsonchristy@example.net,1971-09-17,52,El Oro,Masculino,Marca no conocida,32000
0756589939,2002-05-27,Doctor/a,Desarrollos Innovadores,9641-9758-7038-0701,Jeffrey,Campbell,"20701 Brenda Dale Suite 081
Lake Danielside, PR 79234",hclark@example.com,1972-05-20,52,El Oro,Masculino,Marca no conocida,56000
0758194270,1991-04-20,Arquitecto/a,Grupo TecnolÃ³gico,4263-2942-9404-4857,Elizabeth,Lewis,"30674 Smith Drive Apt. 750
Dianaberg, KS 67324",elizabeth23@example.net,1972-11-17,51,El Oro,Femenino,Visa,26000
0767540835,2012-09-06,Licenciado/a,Sistemas Avanzados,1988-0551-2371-3007,Theresa,Wu,"274 Pratt Lake
Guerraton, OR 29067",lreese@example.net,1976-01-16,48,El Oro,Femenino,Marca no conocida,22000
0768335938,1963-09-11,Licenciado/a,Soluciones Integrales,9231-0416-1080-1500,Gloria,Miller,"0537 John Way
East Kristen, OH 20302",opatel@example.net,1984-03-15,40,El Oro,Femenino,Marca no conocida,23000
0770825572,2013-10-03,Arquitecto/a,Desarrollos Innovadores,0681-7148-6177-7632,Jessica,Ortega,"367 Frank Corners
North Staceystad, CO 73308",ywashington@example.net,1979-03-04,45,El Oro,Femenino,Marca no conocida,25000
0772810010,1984-02-17,Ingeniero/a,Sistemas Avanzados,0036-9312-4195-2607,Brianna,Sanchez,"2999 Marks Bridge Suite 505
Melissamouth, NV 35024",jacqueline26@example.com,1971-05-27,52,El Oro,Femenino,Marca no conocida,31000
0780596718,1992-04-15,Ingeniero/a,Sistemas Avanzados,9270-1283-8550-9120,Martha,Morris,"81466 Tammy Ridges
Tiffanyport, MP 74193",martinkelly@example.com,1970-01-13,54,El Oro,Femenino,Marca no conocida,33000
0784298392,1997-08-27,Licenciado/a,Sistemas Avanzados,4249-7748-4498-5114,Monica,Moore,"USCGC Young
FPO AP 04324",shane29@example.net,1976-06-07,47,El Oro,Femenino,Visa,22000
0784428372,2009-03-10,Arquitecto/a,Soluciones Integrales,6970-0517-0651-9026,Ashley,Watkins,"2020 Lopez Brook Suite 983
Howemouth, MO 65512",ronald25@example.org,1990-05-04,34,El Oro,Femenino,Marca no conocida,30000
0784618810,2001-01-29,Licenciado/a,Desarrollos Innovadores,7129-5429-6857-6139,Philip,Velasquez,"303 Thomas Gardens
Rebeccashire, NV 61063",justin34@example.org,1989-12-21,34,El Oro,Masculino,Marca no conocida,20000
0785102144,1966-12-07,Doctor/a,Sistemas Avanzados,4218-4171-0819-0278,Melissa,Holmes,"Unit 1263 Box 9635
DPO AP 53688",william16@example.net,1972-04-03,52,El Oro,Femenino,Visa,58000
0787272489,1970-10-10,Doctor/a,Grupo TecnolÃ³gico,1823-3676-4163-0547,Rachel,Gilmore,"9952 Amy Views
Wallaceville, VA 32866",tony32@example.net,1984-02-10,40,El Oro,Femenino,Marca no conocida,45000
0788208378,1988-05-27,Licenciado/a,Sistemas Avanzados,4660-4620-7781-2363,Mark,Massey,"77319 Ross Drive Apt. 623
Port Emilyberg, KY 50402",thomaskenneth@example.com,1975-01-22,49,El Oro,Masculino,Visa,23000
0796998998,1965-02-21,Arquitecto/a,Grupo TecnolÃ³gico,4065-2222-8962-4224,Gregory,Hoffman,"08941 Cheryl Trace
North Stevenfurt, FL 16153",seanfranco@example.net,1978-01-27,46,El Oro,Masculino,Visa,27000
0798177490,2001-03-13,Ingeniero/a,Soluciones Integrales,8911-1999-5311-8870,Thomas,Stephenson,"Unit 4901 Box 4979
DPO AE 10826",christopher76@example.com,1971-04-12,53,El Oro,Masculino,Marca no conocida,33000
0801399043,1994-05-29,Ingeniero/a,Grupo TecnolÃ³gico,2177-4436-4382-2932,Julie,Alexander,"7463 Williams Shore
Lake David, MD 94589",jonathanwilson@example.org,1986-08-20,37,Esmeraldas,Femenino,Marca no conocida,32000
0803042990,2006-05-24,Ingeniero/a,Sistemas Avanzados,5573-8065-4454-2935,Shari,Combs,"4452 Miller Well Apt. 617
East Steve, MD 27321",xtorres@example.com,1974-02-21,50,Esmeraldas,Femenino,MasterCard,35000
0805409034,1992-05-19,Doctor/a,Sistemas Avanzados,5166-9146-4697-5278,Steven,Benton,"602 Adams Ports
South Nicoleburgh, ME 16108",olsonmelissa@example.com,1986-01-01,38,Esmeraldas,Masculino,MasterCard,47000
0805971682,2005-01-28,Licenciado/a,Desarrollos Innovadores,1684-4200-8987-8963,Crystal,Oliver,"3370 Hurley Fields Suite 336
Laurenbury, NE 77670",xcollins@example.com,1980-11-13,43,Esmeraldas,Femenino,Marca no conocida,25000
0808754149,1996-11-23,Licenciado/a,Soluciones Integrales,5461-0298-1316-0656,Christopher,Peters,"267 Moore Ridge
North Dana, MI 65350",jack00@example.com,1973-01-30,51,Esmeraldas,Masculino,MasterCard,22000
0813757752,1983-11-03,Doctor/a,Desarrollos Innovadores,4497-8157-3012-1201,Sonya,Gomez,"56562 Elizabeth Rue Apt. 868
Shannonberg, MS 13792",martin90@example.com,1985-06-27,38,Esmeraldas,Femenino,Visa,60000
0814227681,1964-02-03,Licenciado/a,Sistemas Avanzados,2837-3709-0770-0355,Nicholas,Cunningham,"081 Cox Ferry
Clarkborough, AR 40898",clarkmichael@example.org,1975-11-07,48,Esmeraldas,Masculino,Marca no conocida,22000
0814329843,1976-09-25,Arquitecto/a,Grupo TecnolÃ³gico,9086-3942-9306-0627,Steven,Barnett,"92834 Stephens Rapid Suite 398
Port Patricia, TN 24979",knoxtyrone@example.com,1971-12-21,52,Esmeraldas,Masculino,Marca no conocida,28000
0814657707,2008-08-11,Licenciado/a,Desarrollos Innovadores,8018-1941-0102-5473,Samantha,Stevens,"3716 Parker Viaduct
Davisport, ID 79650",john72@example.org,1974-11-20,49,Esmeraldas,Femenino,Marca no conocida,22000
0817072064,2020-02-26,Licenciado/a,Sistemas Avanzados,3906-9661-4072-5803,Jessica,Kim,"495 Stewart Pine
Antoniofort, PR 03058",groberson@example.net,1980-03-19,44,Esmeraldas,Femenino,Marca no conocida,22000
0822089882,1967-02-24,Ingeniero/a,Grupo TecnolÃ³gico,9154-0732-2369-1392,Michael,Baker,"5968 Fisher Underpass Apt. 372
Jamieport, GA 73817",vrodriguez@example.com,1984-01-05,40,Esmeraldas,Masculino,Marca no conocida,35000
0822593208,1986-02-17,Ingeniero/a,Desarrollos Innovadores,6594-8513-3614-4328,Susan,Harrison,"45940 Richard Ferry
South Paigeport, NY 04520",reidandrea@example.net,1985-01-11,39,Esmeraldas,Femenino,Discover,34000
0824727895,1976-01-08,Doctor/a,Sistemas Avanzados,9825-5073-1788-6230,Benjamin,Lopez,"28319 Crosby Flats
Jeffreyville, RI 31205",lisa86@example.net,1988-06-08,35,Esmeraldas,Masculino,Marca no conocida,56000
0824813785,2013-01-30,Ingeniero/a,Soluciones Integrales,3879-0486-7431-7792,David,Stephens,"5102 Leah Ford
Port Justin, OR 38894",kathycarter@example.org,1982-09-13,41,Esmeraldas,Masculino,Marca no conocida,35000
0825748353,1999-05-29,Ingeniero/a,Grupo TecnolÃ³gico,1651-0954-8738-8941,Angela,Woods,"6078 Michelle Lane Apt. 448
Wilsonchester, AS 25068",lewislisa@example.org,1978-10-24,45,Esmeraldas,Femenino,Marca no conocida,33000
0829983865,1983-08-10,Licenciado/a,Grupo TecnolÃ³gico,0057-9016-0189-2258,Renee,Fisher,"0224 Farley Terrace
Port Richardburgh, MA 22366",hansenaaron@example.com,1972-03-06,52,Esmeraldas,Femenino,Marca no conocida,24000
0833962814,1963-06-15,Doctor/a,Desarrollos Innovadores,5562-9864-7610-3431,Aaron,Mendoza,"626 Goodman Lights
Wrightfort, IN 30461",lindagriffin@example.net,1979-08-22,44,Esmeraldas,Masculino,MasterCard,40000
0842770915,1979-09-30,Arquitecto/a,Sistemas Avanzados,6590-3902-5422-6863,William,Harris,"Unit 2093 Box 4813
DPO AP 24488",phall@example.com,1984-07-23,39,Esmeraldas,Masculino,Discover,29000
0848056210,2013-03-14,Doctor/a,Grupo TecnolÃ³gico,2712-2697-3068-1576,Katelyn,Carlson,"544 Omar Circles Suite 564
Port Jacquelinehaven, KS 33308",michellelarsen@example.com,1978-08-02,45,Esmeraldas,Femenino,Marca no conocida,53000
0852421453,1970-06-13,Doctor/a,Soluciones Integrales,0429-2597-0045-8547,Anita,Cole,"220 James Point Suite 777
South Tammyside, IA 55953",pooleevan@example.com,1982-09-23,41,Esmeraldas,Femenino,Marca no conocida,44000
0855885575,1996-01-11,Doctor/a,Grupo TecnolÃ³gico,8698-3962-5723-2186,Michele,Harvey,"67058 Barbara Vista Apt. 285
West Mckenziemouth, MN 22116",joel46@example.com,1980-08-25,43,Esmeraldas,Femenino,Marca no conocida,48000
0858619950,1966-04-07,Doctor/a,Sistemas Avanzados,3751-7983-3292-0818,Molly,Thompson,"6473 Powers Summit
Meganside, OR 99329",uharrison@example.org,1979-03-13,45,Esmeraldas,Femenino,Marca no conocida,40000
0862956325,1982-08-07,Licenciado/a,Desarrollos Innovadores,4439-6561-3137-2387,Arthur,Gray,"451 Garza Centers Suite 822
North Alexis, IA 62582",tylerbailey@example.com,1975-08-20,48,Esmeraldas,Masculino,Visa,22000
0865056154,2017-02-17,Ingeniero/a,Soluciones Integrales,4329-9360-3037-1916,Diana,Harris,"0707 Gomez Spurs
Port Angela, IN 13085",ashleysimmons@example.net,1971-01-16,53,Esmeraldas,Femenino,Visa,33000
0869456348,1962-04-01,Arquitecto/a,Soluciones Integrales,1864-3422-5392-8082,Melissa,Robertson,"0666 Robert Place
East Nathanshire, AS 55894",davidsullivan@example.com,1971-11-24,52,Esmeraldas,Femenino,Marca no conocida,28000
0869608662,1965-01-06,Licenciado/a,Sistemas Avanzados,6842-0321-2189-6885,Erica,Robertson,"0880 Johnson Street
New Connie, NM 21456",victoriaburns@example.com,1988-03-09,36,Esmeraldas,Femenino,Marca no conocida,24000
0877679375,1961-05-11,Arquitecto/a,Grupo TecnolÃ³gico,7178-3885-8423-3600,Teresa,Allen,"914 Rebecca Burgs Suite 369
South Nathanmouth, OR 06009",andrea94@example.net,1977-12-22,46,Esmeraldas,Femenino,Marca no conocida,26000
0882965327,1977-12-17,Licenciado/a,Desarrollos Innovadores,4727-6660-1267-4452,Amy,Barnes,"759 Cruz Rapid Apt. 351
Perezville, IA 48840",connietravis@example.org,1990-02-09,34,Esmeraldas,Femenino,Visa,22000
0884155100,2019-11-10,Licenciado/a,Desarrollos Innovadores,2753-3808-7488-5686,John,Wong,"322 Mackenzie Mountain Apt. 200
East Jonathan, CT 34634",ganthony@example.net,1978-04-23,46,Esmeraldas,Masculino,Marca no conocida,22000
0885785333,1991-02-04,Licenciado/a,Grupo TecnolÃ³gico,5370-5231-2608-7836,Stephen,Ruiz,"269 Johnson Plaza
Thomasside, UT 57888",ldonaldson@example.com,1972-08-01,51,Esmeraldas,Masculino,MasterCard,21000
0889068227,1963-01-20,Doctor/a,Grupo TecnolÃ³gico,1119-5829-8536-4300,Robert,Gates,"USNV Hampton
FPO AP 36393",amy47@example.net,1990-03-14,34,Esmeraldas,Masculino,Marca no conocida,56000
0894959684,1975-10-24,Ingeniero/a,Grupo TecnolÃ³gico,8742-9285-7662-6532,Catherine,Anderson,"635 Carlos Burg Suite 230
South Leslieland, HI 91155",kristiwallace@example.net,1988-06-05,35,Esmeraldas,Femenino,Marca no conocida,34000
0897298731,1967-02-10,Licenciado/a,Desarrollos Innovadores,9117-7542-0595-1874,James,Gates,"3847 Chavez Drive
Port Tiffany, TN 81224",freemansydney@example.org,1987-01-28,37,Esmeraldas,Masculino,Marca no conocida,21000
0899880716,1978-08-04,Doctor/a,Sistemas Avanzados,8609-6398-1510-1052,George,Harrison,"04667 Edward Circle
Taylorberg, AL 09330",rachelfrazier@example.com,1973-11-29,50,Esmeraldas,Masculino,Marca no conocida,40000
0902779960,1960-01-24,Arquitecto/a,Desarrollos Innovadores,9706-3433-9150-7242,John,Sims,"25117 Gould Wells Suite 534
Bryanton, IL 60211",mckinneyjustin@example.com,1988-09-10,35,Guayas,Masculino,Marca no conocida,29000
0905509015,1964-12-02,Arquitecto/a,Grupo TecnolÃ³gico,7616-0469-9062-1399,Jennifer,Dillon,"727 Matthew Viaduct
East Juliaborough, TX 03591",spencercampbell@example.net,1982-08-04,41,Guayas,Femenino,Marca no conocida,26000
0906273062,2018-10-16,Licenciado/a,Grupo TecnolÃ³gico,0993-7937-5314-5584,Jason,Nelson,"97943 Turner Lake Suite 323
East Jesse, SD 82093",andrea95@example.com,1975-08-26,48,Guayas,Masculino,Marca no conocida,22000
0906922479,1982-05-16,Ingeniero/a,Desarrollos Innovadores,4047-5778-7625-3411,Michelle,Castro,"385 Scott Shoal Suite 037
Marcustown, WA 39630",john22@example.com,1985-01-09,39,Guayas,Femenino,Visa,33000
0915318001,2010-11-04,Ingeniero/a,Soluciones Integrales,6727-8082-2669-8479,Kathryn,Perez,"45419 Haney Circles Apt. 574
Hortonburgh, DE 46390",dsmith@example.net,1987-08-10,36,Guayas,Femenino,Marca no conocida,34000
0919395971,1976-10-22,Licenciado/a,Grupo TecnolÃ³gico,7896-6569-9210-7510,Brianna,Johnson,"Unit 4300 Box 1272
DPO AP 78982",yperez@example.org,1979-12-30,44,Guayas,Femenino,Marca no conocida,24000
0920000935,1995-08-13,Arquitecto/a,Desarrollos Innovadores,2521-4944-5338-7257,Nicole,Figueroa,"5935 Harrington Port Suite 487
South Shelia, LA 02794",alison94@example.net,1978-01-13,46,Guayas,Femenino,Marca no conocida,30000
0920503293,1970-03-10,Licenciado/a,Desarrollos Innovadores,4049-9859-2004-0433,Virginia,Werner,"24338 Robert Path
Wrightburgh, MP 36610",dhamilton@example.org,1986-01-01,38,Guayas,Femenino,Visa,23000
0921107893,1997-08-18,Ingeniero/a,Sistemas Avanzados,2180-6791-9563-5032,Paul,Gilbert,"21250 Nicole Valleys Apt. 221
West Aaron, CT 01163",christine02@example.org,1989-05-12,35,Guayas,Masculino,Marca no conocida,30000
0929077819,2000-06-15,Licenciado/a,Soluciones Integrales,3427-9103-4665-2071,John,Gibson,"9899 Katrina Tunnel Suite 607
Walkerview, GU 64720",eric42@example.org,1979-04-11,45,Guayas,Masculino,Marca no conocida,24000
0930530849,1963-10-28,Arquitecto/a,Desarrollos Innovadores,2579-3494-2499-5642,Denise,Baker,"1552 Nicole Stream
West Lisahaven, KY 96992",charlesgarcia@example.org,1988-09-24,35,Guayas,Femenino,Marca no conocida,28000
0932064133,1970-11-03,Licenciado/a,Grupo TecnolÃ³gico,7853-9835-1584-3455,John,Simmons,"Unit 9446 Box 3626
DPO AE 22664",brandimartinez@example.com,1983-06-21,40,Guayas,Masculino,Marca no conocida,24000
0938364023,1985-04-18,Doctor/a,Grupo TecnolÃ³gico,6352-6382-7092-7481,John,Jimenez,"7100 Kyle Motorway Apt. 991
Jensenshire, VA 87409",ronaldmiller@example.org,1980-08-05,43,Guayas,Masculino,Marca no conocida,50000
0938606844,1983-05-16,Licenciado/a,Grupo TecnolÃ³gico,5913-9759-0384-3136,Debra,Mckenzie,"814 Jill Trail Apt. 409
Lake Andrewfurt, KY 01489",lopezkathryn@example.net,1982-08-22,41,Guayas,Femenino,Marca no conocida,24000
0942564094,1973-02-03,Ingeniero/a,Desarrollos Innovadores,2694-4424-5420-8087,Alyssa,Henderson,"4097 Nicholas Wells Suite 232
New Brian, AK 67854",aperry@example.net,1971-11-03,52,Guayas,Femenino,Marca no conocida,34000
